1   2  9	1032
1   2  8	1031
1   2  11	1030
1   2  10	1029
1   2  13	1028
1   2  12	1027
1   2  15	1026
1   2  14	1025
1   2  6	1024
1   2  7	1023
1   2  4	1022
1   2  5	1021
1   2  2	1020
1   2  3	1019
1   2  0	1018
1   2  1	1017
1   3  8	1016
1   3  9	1015
1   3  10	1014
1   3  11	1013
1   3  12	1012
1   3  13	1011
1   3  14	1010
1   3  15	1009
1   3  7	1008
1   3  6	1007
1   3  5	1006
1   3  4	1005
1   3  3	1004
1   3  2	1003
1   3  1	1002
1   3  0	1001
4   8  9	2032
4   8  8	2031
4   8  11	2030
4   8  10	2029
4   8  13	2028
4   8  12	2027
4   8  15	2026
4   8  14	2025
4   8  6	2024
4   8  7	2023
4   8  4	2022
4   8  5	2021
4   8  2	2020
4   8  3	2019
4   8  0	2018
4   8  1	2017
4   9  8	2016
4   9  9	2015
4   9  10	2014
4   9  11	2013
4   9  12	2012
4   9  13	2011
4   9  14	2010
4   9  15	2009
4   9  7	2008
4   9  6	2007
4   9  5	2006
4   9  4	2005
4   9  3	2004
4   9  2	2003
4   9  1	2002
4   9  0	2001
5  10  9	3032
5  10  8	3031
5  10  11	3030
5  10  10	3029
5  10  13	3028
5  10  12	3027
5  10  15	3026
5  10  14	3025
5  10  6	3024
5  10  7	3023
5  10  4	3022
5  10  5	3021
5  10  2	3020
5  10  3	3019
5  10  0	3018
5  10  1	3017
5  11  8	3016
5  11  9	3015
5  11  10	3014
5  11  11	3013
5  11  12	3012
5  11  13	3011
5  11  14	3010
5  11  15	3009
5  11  7	3008
5  11  6	3007
5  11  5	3006
5  11  4	3005
5  11  3	3004
5  11  2	3003
5  11  1	3002
5  11  0	3001
2	4	9	1064
2	4	8	1063
2	4	11	1062
2	4	10	1061
2	4	13	1060
2	4	12	1059
2	4	15	1058
2	4	14	1057
2	4	6	1056
2	4	7	1055
2	4	4	1054
2	4	5	1053
2	4	2	1052
2	4	3	1051
2	4	0	1050
2	4	1	1049
2	5	8	1048
2	5	9	1047
2	5	10	1046
2	5	11	1045
2	5	12	1044
2	5	13	1043
2	5	14	1042
2	5	15	1041
2	5	7	1040
2	5	6	1039
2	5	5	1038
2	5	4	1037
2	5	3	1036
2	5	2	1035
2	5	1	1034
2	5	0	1033
3	6	9	2064
3	6	8	2063
3	6	11	2062
3	6	10	2061
3	6	13	2060
3	6	12	2059
3	6	15	2058
3	6	14	2057
3	6	6	2056
3	6	7	2055
3	6	4	2054
3	6	5	2053
3	6	2	2052
3	6	3	2051
3	6	0	2050
3	6	1	2049
3	7	8	2048
3	7	9	2047
3	7	10	2046
3	7	11	2045
3	7	12	2044
3	7	13	2043
3	7	14	2042
3	7	15	2041
3	7	7	2040
3	7	6	2039
3	7	5	2038
3	7	4	2037
3	7	3	2036
3	7	2	2035
3	7	1	2034
3	7	0	2033
6	12	9	3064
6	12	8	3063
6	12	11	3062
6	12	10	3061
6	12	13	3060
6	12	12	3059
6	12	15	3058
6	12	14	3057
6	12	6	3056
6	12	7	3055
6	12	4	3054
6	12	5	3053
6	12	2	3052
6	12	3	3051
6	12	0	3050
6	12	1	3049
6	13	8	3048
6	13	9	3047
6	13	10	3046
6	13	11	3045
6	13	12	3044
6	13	13	3043
6	13	14	3042
6	13	15	3041
6	13	7	3040
6	13	6	3039
6	13	5	3038
6	13	4	3037
6	13	3	3036
6	13	2	3035
6	13	1	3034
6	13	0	3033
7	14	9	1096
7	14	8	1095
7	14	11	1094
7	14	10	1093
7	14	13	1092
7	14	12	1091
7	14	15	1090
7	14	14	1089
7	14	6	1088
7	14	7	1087
7	14	4	1086
7	14	5	1085
7	14	2	1084
7	14	3	1083
7	14	0	1082
7	14	1	1081
7	15	8	1080
7	15	9	1079
7	15	10	1078
7	15	11	1077
7	15	12	1076
7	15	13	1075
7	15	14	1074
7	15	15	1073
7	15	7	1072
7	15	6	1071
7	15	5	1070
7	15	4	1069
7	15	3	1068
7	15	2	1067
7	15	1	1066
7	15	0	1065
8	16	9	2096
8	16	8	2095
8	16	11	2094
8	16	10	2093
8	16	13	2092
8	16	12	2091
8	16	15	2090
8	16	14	2089
8	16	6	2088
8	16	7	2087
8	16	4	2086
8	16	5	2085
8	16	2	2084
8	16	3	2083
8	16	0	2082
8	16	1	2081
8	17	8	2080
8	17	9	2079
8	17	10	2078
8	17	11	2077
8	17	12	2076
8	17	13	2075
8	17	14	2074
8	17	15	2073
8	17	7	2072
8	17	6	2071
8	17	5	2070
8	17	4	2069
8	17	3	2068
8	17	2	2067
8	17	1	2066
8	17	0	2065
9	18	9	3096
9	18	8	3095
9	18	11	3094
9	18	10	3093
9	18	13	3092
9	18	12	3091
9	18	15	3090
9	18	14	3089
9	18	6	3088
9	18	7	3087
9	18	4	3086
9	18	5	3085
9	18	2	3084
9	18	3	3083
9	18	0	3082
9	18	1	3081
9	19	8	3080
9	19	9	3079
9	19	10	3078
9	19	11	3077
9	19	12	3076
9	19	13	3075
9	19	14	3074
9	19	15	3073
9	19	7	3072
9	19	6	3071
9	19	5	3070
9	19	4	3069
9	19	3	3068
9	19	2	3067
9	19	1	3066
9	19	0	3065
12	24	9	2126
12	24	8	2125
12	24	11	2124
12	24	10	2123
12	24	13	2122
12	24	12	2121
12	24	15	2120
12	24	14	2119
12	24	6	2118
12	24	7	2117
12	24	4	2116
12	24	5	2115
12	24	2	2114
12	24	3	2113
12	24	0	2112
12	24	1	2111
12	25	8	2110
12	25	9	2109
12	25	10	2108
12	25	11	2107
12	25	12	2106
12	25	13	2105
12	25	14	2104
12	25	15	2103
12	25	7	2102
12	25	6	2101
12	25	5	2100
12	25	4	2099
12	25	3	2098
12	25	2	2097
12	25	1	2096
12	25	0	2095
13	26	9	3126
13	26	8	3125
13	26	11	3124
13	26	10	3123
13	26	13	3122
13	26	12	3121
13	26	15	3120
13	26	14	3119
13	26	6	3118
13	26	7	3117
13	26	4	3116
13	26	5	3115
13	26	2	3114
13	26	3	3113
13	26	0	3112
13	26	1	3111
13	27	8	3110
13	27	9	3109
13	27	10	3108
13	27	11	3107
13	27	12	3106
13	27	13	3105
13	27	14	3104
13	27	15	3103
13	27	7	3102
13	27	6	3101
13	27	5	3100
13	27	4	3099
13	27	3	3098
13	27	2	3097
13	27	1	3096
13	27	0	3095
10	20	9	2158
10	20	8	2157
10	20	11	2156
10	20	10	2155
10	20	13	2154
10	20	12	2153
10	20	15	2152
10	20	14	2151
10	20	6	2150
10	20	7	2149
10	20	4	2148
10	20	5	2147
10	20	2	2146
10	20	3	2145
10	20	0	2144
10	20	1	2143
10	21	8	2142
10	21	9	2141
10	21	10	2140
10	21	11	2139
10	21	12	2138
10	21	13	2137
10	21	14	2136
10	21	15	2135
10	21	7	2134
10	21	6	2133
10	21	5	2132
10	21	4	2131
10	21	3	2130
10	21	2	2129
10	21	1	2128
10	21	0	2127
11	22	9	3158
11	22	8	3157
11	22	11	3156
11	22	10	3155
11	22	13	3154
11	22	12	3153
11	22	15	3152
11	22	14	3151
11	22	6	3150
11	22	7	3149
11	22	4	3148
11	22	5	3147
11	22	2	3146
11	22	3	3145
11	22	0	3144
11	22	1	3143
11	23	8	3142
11	23	9	3141
11	23	10	3140
11	23	11	3139
11	23	12	3138
11	23	13	3137
11	23	14	3136
11	23	15	3135
11	23	7	3134
11	23	6	3133
11	23	5	3132
11	23	4	3131
11	23	3	3130
11	23	2	3129
11	23	1	3128
11	23	0	3127
14	28	9	2190
14	28	8	2189
14	28	11	2188
14	28	10	2187
14	28	13	2186
14	28	12	2185
14	28	15	2184
14	28	14	2183
14	28	6	2182
14	28	7	2181
14	28	4	2180
14	28	5	2179
14	28	2	2178
14	28	3	2177
14	28	0	2176
14	28	1	2175
14	29	8	2174
14	29	9	2173
14	29	10	2172
14	29	11	2171
14	29	12	2170
14	29	13	2169
14	29	14	2168
14	29	15	2167
14	29	7	2166
14	29	6	2165
14	29	5	2164
14	29	4	2163
14	29	3	2162
14	29	2	2161
14	29	1	2160
14	29	0	2159
15	30	9	3190
15	30	8	3189
15	30	11	3188
15	30	10	3187
15	30	13	3186
15	30	12	3185
15	30	15	3184
15	30	14	3183
15	30	6	3182
15	30	7	3181
15	30	4	3180
15	30	5	3179
15	30	2	3178
15	30	3	3177
15	30	0	3176
15	30	1	3175
15	31	8	3174
15	31	9	3173
15	31	10	3172
15	31	11	3171
15	31	12	3170
15	31	13	3169
15	31	14	3168
15	31	15	3167
15	31	7	3166
15	31	6	3165
15	31	5	3164
15	31	4	3163
15	31	3	3162
15	31	2	3161
15	31	1	3160
15	31	0	3159
